# x, F, dF, ddF, Fline, m, f, df, ddf, fline
0.0000,0.0000,30.5542,-62.5000,7.0000,0.0000,0.0000,24.4433,-40.0000,7.0000
0.0050,0.1520,30.2297,-67.2001,6.9900,0.0063,0.1520,24.1838,-43.0081,6.9900
0.0100,0.3024,29.8821,-71.7354,6.9800,0.0125,0.3024,23.9057,-45.9106,6.9800
0.0150,0.4510,29.5123,-76.0885,6.9700,0.0188,0.4510,23.6098,-48.6967,6.9700
0.0200,0.5976,29.1212,-80.2433,6.9600,0.0250,0.5976,23.2969,-51.3557,6.9600
0.0250,0.7423,28.7098,-84.1846,6.9500,0.0313,0.7423,22.9679,-53.8781,6.9500
0.0300,0.8849,28.2793,-87.8985,6.9400,0.0375,0.8849,22.6234,-56.2550,6.9400
0.0350,1.0252,27.8308,-91.3726,6.9300,0.0438,1.0252,22.2646,-58.4785,6.9300
0.0400,1.1633,27.3655,-94.5957,6.9200,0.0500,1.1633,21.8924,-60.5413,6.9200
0.0450,1.2990,26.8848,-97.5584,6.9100,0.0563,1.2990,21.5078,-62.4374,6.9100
0.0500,1.4322,26.3899,-100.2524,6.8999,0.0625,1.4322,21.1119,-64.1616,6.8999
0.0550,1.5630,25.8822,-102.6714,6.8899,0.0688,1.5630,20.7058,-65.7097,6.8899
0.0600,1.6912,25.3631,-104.8105,6.8799,0.0750,1.6912,20.2905,-67.0787,6.8799
0.0650,1.8167,24.8341,-106.6662,6.8699,0.0813,1.8167,19.8673,-68.2664,6.8699
0.0700,1.9396,24.2964,-108.2370,6.8599,0.0875,1.9396,19.4371,-69.2717,6.8599
0.0750,2.0598,23.7516,-109.5228,6.8499,0.0938,2.0598,19.0013,-70.0946,6.8499
0.0800,2.1772,23.2011,-110.5248,6.8399,0.1001,2.1772,18.5609,-70.7359,6.8399
0.0850,2.2919,22.6463,-111.2462,6.8299,0.1063,2.2919,18.1170,-71.1976,6.8299
0.0900,2.4038,22.0886,-111.6912,6.8199,0.1126,2.4038,17.6709,-71.4824,6.8199
0.0950,2.5129,21.5293,-111.8655,6.8099,0.1188,2.5129,17.2234,-71.5939,6.8099
0.1001,2.6192,20.9698,-111.7763,6.7999,0.1251,2.6192,16.7758,-71.5369,6.7999
0.1051,2.7227,20.4114,-111.4318,6.7899,0.1313,2.7227,16.3291,-71.3164,6.7899
0.1101,2.8234,19.8553,-110.8414,6.7799,0.1376,2.8234,15.8843,-70.9385,6.7799
0.1151,2.9214,19.3028,-110.0154,6.7699,0.1438,2.9214,15.4422,-70.4098,6.7699
0.1201,3.0166,18.7550,-108.9651,6.7599,0.1501,3.0166,15.0040,-69.7377,6.7599
0.1251,3.1090,18.2130,-107.7028,6.7499,0.1563,3.1090,14.5704,-68.9298,6.7499
0.1301,3.1988,17.6778,-106.2412,6.7399,0.1626,3.1988,14.1422,-67.9944,6.7399
0.1351,3.2859,17.1503,-104.5937,6.7299,0.1688,3.2859,13.7203,-66.9400,6.7299
0.1401,3.3704,16.6316,-102.7741,6.7199,0.1751,3.3704,13.3053,-65.7754,6.7199
0.1451,3.4523,16.1223,-100.7967,6.7099,0.1813,3.4523,12.8979,-64.5099,6.7099
0.1501,3.5317,15.6234,-98.6759,6.6998,0.1876,3.5317,12.4987,-63.1526,6.6998
0.1551,3.6087,15.1353,-96.4262,6.6898,0.1938,3.6087,12.1082,-61.7128,6.6898
0.1601,3.6832,14.6588,-94.0622,6.6798,0.2001,3.6832,11.7270,-60.1998,6.6798
0.1651,3.7553,14.1944,-91.5985,6.6698,0.2064,3.7553,11.3555,-58.6231,6.6698
0.1701,3.8252,13.7425,-89.0494,6.6598,0.2126,3.8252,10.9940,-56.9916,6.6598
0.1751,3.8928,13.3036,-86.4289,6.6498,0.2189,3.8928,10.6428,-55.3145,6.6498
0.1801,3.9583,12.8779,-83.7507,6.6398,0.2251,3.9583,10.3023,-53.6005,6.6398
0.1851,4.0217,12.4657,-81.0282,6.6298,0.2314,4.0217,9.9726,-51.8580,6.6298
0.1901,4.0831,12.0672,-78.2741,6.6198,0.2376,4.0831,9.6538,-50.0954,6.6198
0.1951,4.1425,11.6826,-75.5007,6.6098,0.2439,4.1425,9.3461,-48.3205,6.6098
0.2001,4.2000,11.3119,-72.7197,6.5998,0.2501,4.2000,9.0495,-46.5406,6.5998
0.2051,4.2557,10.9550,-69.9420,6.5898,0.2564,4.2557,8.7640,-44.7629,6.5898
0.2101,4.3096,10.6121,-67.1779,6.5798,0.2626,4.3096,8.4897,-42.9938,6.5798
0.2151,4.3619,10.2829,-64.4370,6.5698,0.2689,4.3619,8.2263,-41.2397,6.5698
0.2201,4.4125,9.9673,-61.7283,6.5598,0.2751,4.4125,7.9739,-39.5061,6.5598
0.2251,4.4616,9.6652,-59.0598,6.5498,0.2814,4.4616,7.7322,-37.7983,6.5498
0.2301,4.5092,9.3764,-56.4390,6.5398,0.2876,4.5092,7.5011,-36.1209,6.5398
0.2351,4.5554,9.1005,-53.8723,6.5298,0.2939,4.5554,7.2804,-34.4783,6.5298
0.2401,4.6003,8.8369,-51.9025,6.5198,0.3002,4.6003,7.0695,-33.2176,6.5198
0.2451,4.6439,8.5788,-51.2645,6.5098,0.3064,4.6439,6.8631,-32.8093,6.5098
0.2501,4.6861,8.3240,-50.6089,6.4997,0.3127,4.6861,6.6592,-32.3897,6.4997
0.2551,4.7272,8.0725,-49.9366,6.4897,0.3189,4.7272,6.4580,-31.9594,6.4897
0.2601,4.7669,7.8244,-49.2486,6.4797,0.3252,4.7669,6.2595,-31.5191,6.4797
0.2651,4.8054,7.5798,-48.5458,6.4697,0.3314,4.8054,6.0638,-31.0693,6.4697
0.2701,4.8428,7.3387,-47.8292,6.4597,0.3377,4.8428,5.8710,-30.6107,6.4597
0.2751,4.8789,7.1013,-47.0999,6.4497,0.3439,4.8789,5.6810,-30.1440,6.4497
0.2801,4.9138,6.8675,-46.3588,6.4397,0.3502,4.9138,5.4940,-29.6696,6.4397
0.2851,4.9476,6.6375,-45.6068,6.4297,0.3564,4.9476,5.3100,-29.1884,6.4297
0.2901,4.9802,6.4112,-44.8450,6.4197,0.3627,4.9802,5.1290,-28.7008,6.4197
0.2951,5.0117,6.1888,-44.0742,6.4097,0.3689,5.0117,4.9511,-28.2075,6.4097
0.3002,5.0421,5.9703,-43.2954,6.3997,0.3752,5.0421,4.7762,-27.7091,6.3997
0.3052,5.0715,5.7557,-42.5097,6.3897,0.3814,5.0715,4.6045,-27.2062,6.3897
0.3102,5.0997,5.5450,-41.7178,6.3797,0.3877,5.0997,4.4360,-26.6994,6.3797
0.3152,5.1270,5.3383,-40.9207,6.3697,0.3939,5.1270,4.2706,-26.1892,6.3697
0.3202,5.1532,5.1356,-40.1192,6.3597,0.4002,5.1532,4.1085,-25.6763,6.3597
0.3252,5.1783,4.9369,-39.3144,6.3497,0.4065,5.1783,3.9495,-25.1612,6.3497
0.3302,5.2026,4.7423,-38.5070,6.3397,0.4127,5.2026,3.7938,-24.6445,6.3397
0.3352,5.2258,4.5516,-37.6978,6.3297,0.4190,5.2258,3.6413,-24.1266,6.3297
0.3402,5.2481,4.3651,-36.8878,6.3197,0.4252,5.2481,3.4921,-23.6082,6.3197
0.3452,5.2695,4.1826,-36.0777,6.3097,0.4315,5.2695,3.3461,-23.0897,6.3097
0.3502,5.2900,4.0041,-35.2682,6.2996,0.4377,5.2900,3.2033,-22.5717,6.2996
0.3552,5.3096,3.8297,-34.4602,6.2896,0.4440,5.3096,3.0638,-22.0546,6.2896
0.3602,5.3283,3.6593,-33.6544,6.2796,0.4502,5.3283,2.9275,-21.5388,6.2796
0.3652,5.3462,3.4930,-32.8515,6.2696,0.4565,5.3462,2.7944,-21.0250,6.2696
0.3702,5.3632,3.3307,-32.0523,6.2596,0.4627,5.3632,2.6645,-20.5134,6.2596
0.3752,5.3795,3.1723,-31.2572,6.2496,0.4690,5.3795,2.5378,-20.0046,6.2496
0.3802,5.3950,3.0179,-30.4671,6.2396,0.4752,5.3950,2.4143,-19.4990,6.2396
0.3852,5.4097,2.8675,-29.6825,6.2296,0.4815,5.4097,2.2940,-18.9968,6.2296
0.3902,5.4237,2.7209,-28.9041,6.2196,0.4877,5.4237,2.1768,-18.4986,6.2196
0.3952,5.4369,2.5783,-28.1323,6.2096,0.4940,5.4369,2.0626,-18.0047,6.2096
0.4002,5.4495,2.4395,-27.3677,6.1996,0.5003,5.4495,1.9516,-17.5154,6.1996
0.4052,5.4613,2.3045,-26.6109,6.1896,0.5065,5.4613,1.8436,-17.0310,6.1896
0.4102,5.4725,2.1732,-25.8624,6.1796,0.5128,5.4725,1.7386,-16.5519,6.1796
0.4152,5.4831,2.0457,-25.1225,6.1696,0.5190,5.4831,1.6366,-16.0784,6.1696
0.4202,5.4930,1.9218,-24.3917,6.1596,0.5253,5.4930,1.5375,-15.6107,6.1596
0.4252,5.5023,1.8016,-23.6705,6.1496,0.5315,5.5023,1.4413,-15.1491,6.1496
0.4302,5.5110,1.6850,-22.9592,6.1396,0.5378,5.5110,1.3480,-14.6939,6.1396
0.4352,5.5192,1.5719,-22.2582,6.1296,0.5440,5.5192,1.2575,-14.2453,6.1296
0.4402,5.5268,1.4623,-21.5678,6.1196,0.5503,5.5268,1.1698,-13.8034,6.1196
0.4452,5.5338,1.3561,-20.8884,6.1096,0.5565,5.5338,1.0849,-13.3685,6.1096
0.4502,5.5404,1.2533,-20.2201,6.0995,0.5628,5.5404,1.0026,-12.9409,6.0995
0.4552,5.5464,1.1538,-19.5633,6.0895,0.5690,5.5464,0.9230,-12.5205,6.0895
0.4602,5.5519,1.0575,-18.9181,6.0795,0.5753,5.5519,0.8460,-12.1076,6.0795
0.4652,5.5570,0.9645,-18.2849,6.0695,0.5815,5.5570,0.7716,-11.7023,6.0695
0.4702,5.5616,0.8746,-17.6637,6.0595,0.5878,5.5616,0.6997,-11.3048,6.0595
0.4752,5.5657,0.7877,-17.0548,6.0495,0.5940,5.5657,0.6302,-10.9151,6.0495
0.4802,5.5694,0.7039,-16.4583,6.0395,0.6003,5.5694,0.5631,-10.5333,6.0395
0.4852,5.5728,0.6231,-15.8743,6.0295,0.6066,5.5728,0.4984,-10.1595,6.0295
0.4902,5.5757,0.5451,-15.3028,6.0195,0.6128,5.5757,0.4361,-9.7938,6.0195
0.4952,5.5782,0.4699,-14.7441,6.0095,0.6191,5.5782,0.3759,-9.4362,6.0095
0.5003,5.5804,0.3975,-14.1981,5.9995,0.6253,5.5804,0.3180,-9.0868,5.9995
0.5053,5.5822,0.3279,-13.6648,5.9895,0.6316,5.5822,0.2623,-8.7455,5.9895
0.5103,5.5837,0.2608,-13.1444,5.9795,0.6378,5.5837,0.2086,-8.4124,5.9795
0.5153,5.5848,0.1963,-12.6367,5.9695,0.6441,5.5848,0.1571,-8.0875,5.9695
0.5203,5.5856,0.1344,-12.1419,5.9595,0.6503,5.5856,0.1075,-7.7708,5.9595
0.5253,5.5862,0.0748,-11.6597,5.9495,0.6566,5.5862,0.0599,-7.4622,5.9495
0.5303,5.5864,0.0177,-11.1903,5.9395,0.6628,5.5864,0.0141,-7.1618,5.9395
0.5353,5.5863,-0.0372,-10.7334,5.9295,0.6691,5.5863,-0.0297,-6.8694,5.9295
0.5403,5.5860,-0.0897,-10.2892,5.9195,0.6753,5.5860,-0.0718,-6.5851,5.9195
0.5453,5.5854,-0.1401,-9.8574,5.9095,0.6816,5.5854,-0.1121,-6.3087,5.9095
0.5503,5.5846,-0.1884,-9.4379,5.8994,0.6878,5.5846,-0.1507,-6.0403,5.8994
0.5553,5.5836,-0.2346,-9.0307,5.8894,0.6941,5.5836,-0.1877,-5.7797,5.8894
0.5603,5.5823,-0.2788,-8.6356,5.8794,0.7004,5.5823,-0.2230,-5.5268,5.8794
0.5653,5.5808,-0.3210,-8.2525,5.8694,0.7066,5.5808,-0.2568,-5.2816,5.8694
0.5703,5.5791,-0.3613,-7.8812,5.8594,0.7129,5.5791,-0.2891,-5.0440,5.8594
0.5753,5.5772,-0.3999,-7.5216,5.8494,0.7191,5.5772,-0.3199,-4.8138,5.8494
0.5803,5.5751,-0.4366,-7.1735,5.8394,0.7254,5.5751,-0.3493,-4.5910,5.8394
0.5853,5.5728,-0.4716,-6.8367,5.8294,0.7316,5.5728,-0.3773,-4.3755,5.8294
0.5903,5.5704,-0.5050,-6.5110,5.8194,0.7379,5.5704,-0.4040,-4.1670,5.8194
0.5953,5.5678,-0.5368,-6.1963,5.8094,0.7441,5.5678,-0.4294,-3.9656,5.8094
0.6003,5.5650,-0.5670,-5.8923,5.7994,0.7504,5.5650,-0.4536,-3.7711,5.7994
0.6053,5.5621,-0.5958,-5.5989,5.7894,0.7566,5.5621,-0.4766,-3.5833,5.7894
0.6103,5.5590,-0.6231,-5.3159,5.7794,0.7629,5.5590,-0.4985,-3.4022,5.7794
0.6153,5.5559,-0.6490,-5.0430,5.7694,0.7691,5.5559,-0.5192,-3.2275,5.7694
0.6203,5.5525,-0.6735,-4.7800,5.7594,0.7754,5.5525,-0.5388,-3.0592,5.7594
0.6253,5.5491,-0.6968,-4.5267,5.7494,0.7816,5.5491,-0.5575,-2.8971,5.7494
0.6303,5.5456,-0.7189,-4.2830,5.7394,0.7879,5.5456,-0.5751,-2.7411,5.7394
0.6353,5.5419,-0.7397,-4.0485,5.7294,0.7941,5.5419,-0.5918,-2.5910,5.7294
0.6403,5.5382,-0.7594,-3.8230,5.7194,0.8004,5.5382,-0.6075,-2.4467,5.7194
0.6453,5.5343,-0.7780,-3.6063,5.7094,0.8067,5.5343,-0.6224,-2.3081,5.7094
0.6503,5.5304,-0.7955,-3.3983,5.6993,0.8129,5.5304,-0.6364,-2.1749,5.6993
0.6553,5.5264,-0.8120,-3.1986,5.6893,0.8192,5.5264,-0.6496,-2.0471,5.6893
0.6603,5.5223,-0.8275,-3.0071,5.6793,0.8254,5.5223,-0.6620,-1.9245,5.6793
0.6653,5.5181,-0.8421,-2.8234,5.6693,0.8317,5.5181,-0.6737,-1.8070,5.6693
0.6703,5.5138,-0.8557,-2.6475,5.6593,0.8379,5.5138,-0.6846,-1.6944,5.6593
0.6753,5.5095,-0.8686,-2.4790,5.6493,0.8442,5.5095,-0.6949,-1.5866,5.6493
0.6803,5.5052,-0.8806,-2.3178,5.6393,0.8504,5.5052,-0.7044,-1.4834,5.6393
0.6853,5.5007,-0.8918,-2.1636,5.6293,0.8567,5.5007,-0.7134,-1.3847,5.6293
0.6903,5.4962,-0.9022,-2.0162,5.6193,0.8629,5.4962,-0.7218,-1.2904,5.6193
0.6953,5.4917,-0.9119,-1.8754,5.6093,0.8692,5.4917,-0.7296,-1.2003,5.6093
0.7004,5.4871,-0.9210,-1.7410,5.5993,0.8754,5.4871,-0.7368,-1.1143,5.5993
0.7054,5.4825,-0.9294,-1.6128,5.5893,0.8817,5.4825,-0.7435,-1.0322,5.5893
0.7104,5.4778,-0.9371,-1.4905,5.5793,0.8879,5.4778,-0.7497,-0.9539,5.5793
0.7154,5.4731,-0.9443,-1.3739,5.5693,0.8942,5.4731,-0.7554,-0.8793,5.5693
0.7204,5.4684,-0.9509,-1.2629,5.5593,0.9005,5.4684,-0.7607,-0.8083,5.5593
0.7254,5.4636,-0.9569,-1.1573,5.5493,0.9067,5.4636,-0.7656,-0.7407,5.5493
0.7304,5.4588,-0.9625,-1.0568,5.5393,0.9130,5.4588,-0.7700,-0.6764,5.5393
0.7354,5.4540,-0.9675,-0.9614,5.5293,0.9192,5.4540,-0.7740,-0.6153,5.5293
0.7404,5.4491,-0.9721,-0.8706,5.5193,0.9255,5.4491,-0.7777,-0.5572,5.5193
0.7454,5.4442,-0.9762,-0.7845,5.5093,0.9317,5.4442,-0.7810,-0.5021,5.5093
0.7504,5.4394,-0.9800,-0.7029,5.4992,0.9380,5.4394,-0.7840,-0.4498,5.4992
0.7554,5.4344,-0.9833,-0.6254,5.4892,0.9442,5.4344,-0.7866,-0.4003,5.4892
0.7604,5.4295,-0.9862,-0.5521,5.4792,0.9505,5.4295,-0.7890,-0.3533,5.4792
0.7654,5.4246,-0.9888,-0.4827,5.4692,0.9567,5.4246,-0.7911,-0.3089,5.4692
0.7704,5.4196,-0.9911,-0.4170,5.4592,0.9630,5.4196,-0.7929,-0.2669,5.4592
0.7754,5.4147,-0.9930,-0.3549,5.4492,0.9692,5.4147,-0.7944,-0.2272,5.4492
0.7804,5.4097,-0.9946,-0.2963,5.4392,0.9755,5.4097,-0.7957,-0.1896,5.4392
0.7854,5.4047,-0.9960,-0.2410,5.4292,0.9817,5.4047,-0.7968,-0.1542,5.4292
0.7904,5.3997,-0.9970,-0.1888,5.4192,0.9880,5.3997,-0.7976,-0.1208,5.4192
0.7954,5.3947,-0.9979,-0.1397,5.4092,0.9942,5.3947,-0.7983,-0.0894,5.4092
0.8004,5.3897,-0.9984,-0.0934,5.3992,1.0005,5.3897,-0.7988,-0.0598,5.3992
0.8054,5.3847,-0.9988,-0.0499,5.3892,1.0068,5.3847,-0.7990,-0.0319,5.3892
0.8104,5.3797,-0.9989,-0.0090,5.3792,1.0130,5.3797,-0.7992,-0.0058,5.3792
0.8154,5.3797,-1.0000,0.0000,5.3692,1.0193,5.3797,-0.8000,0.0000,5.3692
0.8204,5.3747,-1.0000,0.0000,5.3592,1.0255,5.3747,-0.8000,0.0000,5.3592
0.8254,5.3697,-1.0000,0.0000,5.3492,1.0318,5.3697,-0.8000,0.0000,5.3492
0.8304,5.3647,-1.0000,0.0000,5.3392,1.0380,5.3647,-0.8000,0.0000,5.3392
0.8354,5.3597,-1.0000,0.0000,5.3292,1.0443,5.3597,-0.8000,0.0000,5.3292
0.8404,5.3547,-1.0000,0.0000,5.3192,1.0505,5.3547,-0.8000,0.0000,5.3192
0.8454,5.3497,-1.0000,0.0000,5.3092,1.0568,5.3497,-0.8000,0.0000,5.3092
0.8504,5.3447,-1.0000,0.0000,5.2991,1.0630,5.3447,-0.8000,0.0000,5.2991
0.8554,5.3397,-1.0000,0.0000,5.2891,1.0693,5.3397,-0.8000,0.0000,5.2891
0.8604,5.3347,-1.0000,0.0000,5.2791,1.0755,5.3347,-0.8000,0.0000,5.2791
0.8654,5.3297,-1.0000,0.0000,5.2691,1.0818,5.3297,-0.8000,0.0000,5.2691
0.8704,5.3247,-1.0000,0.0000,5.2591,1.0880,5.3247,-0.8000,0.0000,5.2591
0.8754,5.3197,-1.0000,0.0000,5.2491,1.0943,5.3197,-0.8000,0.0000,5.2491
0.8804,5.3147,-1.0000,0.0000,5.2391,1.1006,5.3147,-0.8000,0.0000,5.2391
0.8854,5.3097,-1.0000,0.0000,5.2291,1.1068,5.3097,-0.8000,0.0000,5.2291
0.8904,5.3047,-1.0000,0.0000,5.2191,1.1131,5.3047,-0.8000,0.0000,5.2191
0.8954,5.2997,-1.0000,0.0000,5.2091,1.1193,5.2997,-0.8000,0.0000,5.2091
0.9005,5.2947,-1.0000,0.0000,5.1991,1.1256,5.2947,-0.8000,0.0000,5.1991
0.9055,5.2897,-1.0000,0.0000,5.1891,1.1318,5.2897,-0.8000,0.0000,5.1891
0.9105,5.2847,-1.0000,0.0000,5.1791,1.1381,5.2847,-0.8000,0.0000,5.1791
0.9155,5.2797,-1.0000,0.0000,5.1691,1.1443,5.2797,-0.8000,0.0000,5.1691
0.9205,5.2747,-1.0000,0.0000,5.1591,1.1506,5.2747,-0.8000,0.0000,5.1591
0.9255,5.2697,-1.0000,0.0000,5.1491,1.1568,5.2697,-0.8000,0.0000,5.1491
0.9305,5.2647,-1.0000,0.0000,5.1391,1.1631,5.2647,-0.8000,0.0000,5.1391
0.9355,5.2597,-1.0000,0.0000,5.1291,1.1693,5.2597,-0.8000,0.0000,5.1291
0.9405,5.2547,-1.0000,0.0000,5.1191,1.1756,5.2547,-0.8000,0.0000,5.1191
0.9455,5.2497,-1.0000,0.0000,5.1091,1.1818,5.2497,-0.8000,0.0000,5.1091
0.9505,5.2447,-1.0000,0.0000,5.0990,1.1881,5.2447,-0.8000,0.0000,5.0990
0.9555,5.2397,-1.0000,0.0000,5.0890,1.1943,5.2397,-0.8000,0.0000,5.0890
0.9605,5.2347,-1.0000,0.0000,5.0790,1.2006,5.2347,-0.8000,0.0000,5.0790
0.9655,5.2297,-1.0000,0.0000,5.0690,1.2069,5.2297,-0.8000,0.0000,5.0690
0.9705,5.2247,-1.0000,0.0000,5.0590,1.2131,5.2247,-0.8000,0.0000,5.0590
0.9755,5.2197,-1.0000,0.0000,5.0490,1.2194,5.2197,-0.8000,0.0000,5.0490
0.9805,5.2147,-1.0000,0.0000,5.0390,1.2256,5.2147,-0.8000,0.0000,5.0390
0.9855,5.2097,-1.0000,0.0000,5.0290,1.2319,5.2097,-0.8000,0.0000,5.0290
0.9905,5.2047,-1.0000,0.0000,5.0190,1.2381,5.2047,-0.8000,0.0000,5.0190
0.9955,5.1997,-1.0000,0.0000,5.0090,1.2444,5.1997,-0.8000,0.0000,5.0090
1.0005,5.1947,-1.0000,0.0000,4.9990,1.2506,5.1947,-0.8000,0.0000,4.9990
1.0055,5.1897,-1.0000,0.0000,4.9890,1.2569,5.1897,-0.8000,0.0000,4.9890
1.0105,5.1846,-1.0000,0.0000,4.9790,1.2631,5.1846,-0.8000,0.0000,4.9790
1.0155,5.1796,-1.0000,0.0000,4.9690,1.2694,5.1796,-0.8000,0.0000,4.9690
1.0205,5.1746,-1.0000,0.0000,4.9590,1.2756,5.1746,-0.8000,0.0000,4.9590
1.0255,5.1696,-1.0000,0.0000,4.9490,1.2819,5.1696,-0.8000,0.0000,4.9490
1.0305,5.1646,-1.0000,0.0000,4.9390,1.2881,5.1646,-0.8000,0.0000,4.9390
1.0355,5.1596,-1.0000,0.0000,4.9290,1.2944,5.1596,-0.8000,0.0000,4.9290
1.0405,5.1546,-1.0000,0.0000,4.9190,1.3007,5.1546,-0.8000,0.0000,4.9190
1.0455,5.1496,-1.0000,0.0000,4.9090,1.3069,5.1496,-0.8000,0.0000,4.9090
1.0505,5.1446,-1.0000,0.0000,4.8989,1.3132,5.1446,-0.8000,0.0000,4.8989
1.0555,5.1396,-1.0000,0.0000,4.8889,1.3194,5.1396,-0.8000,0.0000,4.8889
1.0605,5.1346,-1.0000,0.0000,4.8789,1.3257,5.1346,-0.8000,0.0000,4.8789
1.0655,5.1296,-1.0000,0.0000,4.8689,1.3319,5.1296,-0.8000,0.0000,4.8689
1.0705,5.1246,-1.0000,0.0000,4.8589,1.3382,5.1246,-0.8000,0.0000,4.8589
1.0755,5.1196,-1.0000,0.0000,4.8489,1.3444,5.1196,-0.8000,0.0000,4.8489
1.0805,5.1146,-1.0000,0.0000,4.8389,1.3507,5.1146,-0.8000,0.0000,4.8389
1.0855,5.1096,-1.0000,0.0000,4.8289,1.3569,5.1096,-0.8000,0.0000,4.8289
1.0905,5.1046,-1.0000,0.0000,4.8189,1.3632,5.1046,-0.8000,0.0000,4.8189
1.0955,5.0996,-1.0000,0.0000,4.8089,1.3694,5.0996,-0.8000,0.0000,4.8089
1.1006,5.0946,-1.0000,0.0000,4.7989,1.3757,5.0946,-0.8000,0.0000,4.7989
1.1056,5.0896,-1.0000,0.0000,4.7889,1.3819,5.0896,-0.8000,0.0000,4.7889
1.1106,5.0846,-1.0000,0.0000,4.7789,1.3882,5.0846,-0.8000,0.0000,4.7789
1.1156,5.0796,-1.0000,0.0000,4.7689,1.3944,5.0796,-0.8000,0.0000,4.7689
1.1206,5.0746,-1.0000,0.0000,4.7589,1.4007,5.0746,-0.8000,0.0000,4.7589
1.1256,5.0696,-1.0000,0.0000,4.7489,1.4070,5.0696,-0.8000,0.0000,4.7489
1.1306,5.0646,-1.0000,0.0000,4.7389,1.4132,5.0646,-0.8000,0.0000,4.7389
1.1356,5.0596,-1.0000,0.0000,4.7289,1.4195,5.0596,-0.8000,0.0000,4.7289
1.1406,5.0546,-1.0000,0.0000,4.7189,1.4257,5.0546,-0.8000,0.0000,4.7189
1.1456,5.0496,-1.0000,0.0000,4.7089,1.4320,5.0496,-0.8000,0.0000,4.7089
1.1506,5.0446,-1.0000,0.0000,4.6988,1.4382,5.0446,-0.8000,0.0000,4.6988
1.1556,5.0396,-1.0000,0.0000,4.6888,1.4445,5.0396,-0.8000,0.0000,4.6888
1.1606,5.0346,-1.0000,0.0000,4.6788,1.4507,5.0346,-0.8000,0.0000,4.6788
1.1656,5.0296,-1.0000,0.0000,4.6688,1.4570,5.0296,-0.8000,0.0000,4.6688
1.1706,5.0246,-1.0000,0.0000,4.6588,1.4632,5.0246,-0.8000,0.0000,4.6588
1.1756,5.0196,-1.0000,0.0000,4.6488,1.4695,5.0196,-0.8000,0.0000,4.6488
1.1806,5.0146,-1.0000,0.0000,4.6388,1.4757,5.0146,-0.8000,0.0000,4.6388
1.1856,5.0096,-1.0000,0.0000,4.6288,1.4820,5.0096,-0.8000,0.0000,4.6288
1.1906,5.0046,-1.0000,0.0000,4.6188,1.4882,5.0046,-0.8000,0.0000,4.6188
1.1956,4.9996,-1.0000,0.0000,4.6088,1.4945,4.9996,-0.8000,0.0000,4.6088
1.2006,4.9946,-1.0000,0.0000,4.5988,1.5008,4.9946,-0.8000,0.0000,4.5988
1.2056,4.9896,-1.0000,0.0000,4.5888,1.5070,4.9896,-0.8000,0.0000,4.5888
1.2106,4.9845,-1.0000,0.0000,4.5788,1.5133,4.9845,-0.8000,0.0000,4.5788
1.2156,4.9795,-1.0000,0.0000,4.5688,1.5195,4.9795,-0.8000,0.0000,4.5688
1.2206,4.9745,-1.0000,0.0000,4.5588,1.5258,4.9745,-0.8000,0.0000,4.5588
1.2256,4.9695,-1.0000,0.0000,4.5488,1.5320,4.9695,-0.8000,0.0000,4.5488
1.2306,4.9645,-1.0000,0.0000,4.5388,1.5383,4.9645,-0.8000,0.0000,4.5388
1.2356,4.9595,-1.0000,0.0000,4.5288,1.5445,4.9595,-0.8000,0.0000,4.5288
1.2406,4.9545,-1.0000,0.0000,4.5188,1.5508,4.9545,-0.8000,0.0000,4.5188
1.2456,4.9495,-1.0000,0.0000,4.5088,1.5570,4.9495,-0.8000,0.0000,4.5088
1.2506,4.9445,-1.0000,0.0000,4.4987,1.5633,4.9445,-0.8000,0.0000,4.4987
1.2556,4.9395,-1.0000,0.0000,4.4887,1.5695,4.9395,-0.8000,0.0000,4.4887
1.2606,4.9345,-1.0000,0.0000,4.4787,1.5758,4.9345,-0.8000,0.0000,4.4787
1.2656,4.9295,-1.0000,0.0000,4.4687,1.5820,4.9295,-0.8000,0.0000,4.4687
1.2706,4.9245,-1.0000,0.0000,4.4587,1.5883,4.9245,-0.8000,0.0000,4.4587
1.2756,4.9195,-1.0000,0.0000,4.4487,1.5945,4.9195,-0.8000,0.0000,4.4487
1.2806,4.9145,-1.0000,0.0000,4.4387,1.6008,4.9145,-0.8000,0.0000,4.4387
1.2856,4.9095,-1.0000,0.0000,4.4287,1.6071,4.9095,-0.8000,0.0000,4.4287
1.2906,4.9045,-1.0000,0.0000,4.4187,1.6133,4.9045,-0.8000,0.0000,4.4187
1.2956,4.8995,-1.0000,0.0000,4.4087,1.6196,4.8995,-0.8000,0.0000,4.4087
1.3007,4.8945,-1.0000,0.0000,4.3987,1.6258,4.8945,-0.8000,0.0000,4.3987
1.3057,4.8895,-1.0000,0.0000,4.3887,1.6321,4.8895,-0.8000,0.0000,4.3887
1.3107,4.8845,-1.0000,0.0000,4.3787,1.6383,4.8845,-0.8000,0.0000,4.3787
1.3157,4.8795,-1.0000,0.0000,4.3687,1.6446,4.8795,-0.8000,0.0000,4.3687
1.3207,4.8745,-1.0000,0.0000,4.3587,1.6508,4.8745,-0.8000,0.0000,4.3587
1.3257,4.8695,-1.0000,0.0000,4.3487,1.6571,4.8695,-0.8000,0.0000,4.3487
