# x, F, dF, ddF, Fline, m, f, df, ddf, fline
7.1536,-0.9584,-1.0000,0.0000,-7.3072,8.9420,-0.9584,-0.8000,0.0000,-7.3072
7.1586,-0.9634,-1.0000,0.0000,-7.3172,8.9482,-0.9634,-0.8000,0.0000,-7.3172
7.1636,-0.9684,-1.0000,0.0000,-7.3272,8.9545,-0.9684,-0.8000,0.0000,-7.3272
7.1686,-0.9734,-1.0000,0.0000,-7.3372,8.9607,-0.9734,-0.8000,0.0000,-7.3372
7.1736,-0.9784,-1.0000,0.0000,-7.3472,8.9670,-0.9784,-0.8000,0.0000,-7.3472
7.1786,-0.9834,-1.0000,0.0000,-7.3572,8.9732,-0.9834,-0.8000,0.0000,-7.3572
7.1836,-0.9884,-1.0000,0.0000,-7.3672,8.9795,-0.9884,-0.8000,0.0000,-7.3672
7.1886,-0.9934,-1.0000,0.0000,-7.3772,8.9857,-0.9934,-0.8000,0.0000,-7.3772
7.1936,-0.9984,-1.0000,0.0000,-7.3872,8.9920,-0.9984,-0.8000,0.0000,-7.3872
7.1986,-1.0034,-1.0000,0.0000,-7.3972,8.9982,-1.0034,-0.8000,0.0000,-7.3972
7.2036,-1.0084,-1.0000,0.0000,-7.4072,9.0045,-1.0084,-0.8000,0.0000,-7.4072
7.2086,-1.0134,-1.0000,0.0000,-7.4172,9.0108,-1.0134,-0.8000,0.0000,-7.4172
7.2136,-1.0185,-1.0000,0.0000,-7.4272,9.0170,-1.0185,-0.8000,0.0000,-7.4272
7.2186,-1.0235,-1.0000,0.0000,-7.4372,9.0233,-1.0235,-0.8000,0.0000,-7.4372
7.2236,-1.0285,-1.0000,0.0000,-7.4472,9.0295,-1.0285,-0.8000,0.0000,-7.4472
7.2286,-1.0335,-1.0000,0.0000,-7.4572,9.0358,-1.0335,-0.8000,0.0000,-7.4572
7.2336,-1.0385,-1.0000,0.0000,-7.4672,9.0420,-1.0385,-0.8000,0.0000,-7.4672
7.2386,-1.0435,-1.0000,0.0000,-7.4772,9.0483,-1.0435,-0.8000,0.0000,-7.4772
7.2436,-1.0485,-1.0000,0.0000,-7.4872,9.0545,-1.0485,-0.8000,0.0000,-7.4872
7.2486,-1.0535,-1.0000,0.0000,-7.4972,9.0608,-1.0535,-0.8000,0.0000,-7.4972
7.2536,-1.0585,-1.0000,0.0000,-7.5073,9.0670,-1.0585,-0.8000,0.0000,-7.5073
7.2586,-1.0635,-1.0000,0.0000,-7.5173,9.0733,-1.0635,-0.8000,0.0000,-7.5173
7.2636,-1.0685,-1.0000,0.0000,-7.5273,9.0795,-1.0685,-0.8000,0.0000,-7.5273
7.2686,-1.0735,-1.0000,0.0000,-7.5373,9.0858,-1.0735,-0.8000,0.0000,-7.5373
7.2736,-1.0785,-1.0000,0.0000,-7.5473,9.0920,-1.0785,-0.8000,0.0000,-7.5473
7.2786,-1.0835,-1.0000,0.0000,-7.5573,9.0983,-1.0835,-0.8000,0.0000,-7.5573
7.2836,-1.0885,-1.0000,0.0000,-7.5673,9.1046,-1.0885,-0.8000,0.0000,-7.5673
7.2886,-1.0935,-1.0000,0.0000,-7.5773,9.1108,-1.0935,-0.8000,0.0000,-7.5773
7.2936,-1.0985,-1.0000,0.0000,-7.5873,9.1171,-1.0985,-0.8000,0.0000,-7.5873
7.2986,-1.1035,-1.0000,0.0000,-7.5973,9.1233,-1.1035,-0.8000,0.0000,-7.5973
7.3037,-1.1085,-1.0000,0.0000,-7.6073,9.1296,-1.1085,-0.8000,0.0000,-7.6073
7.3087,-1.1135,-1.0000,0.0000,-7.6173,9.1358,-1.1135,-0.8000,0.0000,-7.6173
7.3137,-1.1185,-1.0000,0.0000,-7.6273,9.1421,-1.1185,-0.8000,0.0000,-7.6273
7.3187,-1.1235,-1.0000,0.0000,-7.6373,9.1483,-1.1235,-0.8000,0.0000,-7.6373
7.3237,-1.1285,-1.0000,0.0000,-7.6473,9.1546,-1.1285,-0.8000,0.0000,-7.6473
7.3287,-1.1335,-1.0000,0.0000,-7.6573,9.1608,-1.1335,-0.8000,0.0000,-7.6573
7.3337,-1.1385,-1.0000,0.0000,-7.6673,9.1671,-1.1385,-0.8000,0.0000,-7.6673
7.3387,-1.1435,-1.0000,0.0000,-7.6773,9.1733,-1.1435,-0.8000,0.0000,-7.6773
7.3437,-1.1485,-1.0000,0.0000,-7.6873,9.1796,-1.1485,-0.8000,0.0000,-7.6873
7.3487,-1.1535,-1.0000,0.0000,-7.6973,9.1858,-1.1535,-0.8000,0.0000,-7.6973
7.3537,-1.1585,-1.0000,0.0000,-7.7074,9.1921,-1.1585,-0.8000,0.0000,-7.7074
7.3587,-1.1635,-1.0000,0.0000,-7.7174,9.1983,-1.1635,-0.8000,0.0000,-7.7174
7.3637,-1.1685,-1.0000,0.0000,-7.7274,9.2046,-1.1685,-0.8000,0.0000,-7.7274
7.3687,-1.1735,-1.0000,0.0000,-7.7374,9.2109,-1.1735,-0.8000,0.0000,-7.7374
7.3737,-1.1785,-1.0000,0.0000,-7.7474,9.2171,-1.1785,-0.8000,0.0000,-7.7474
7.3787,-1.1835,-1.0000,0.0000,-7.7574,9.2234,-1.1835,-0.8000,0.0000,-7.7574
7.3837,-1.1885,-1.0000,0.0000,-7.7674,9.2296,-1.1885,-0.8000,0.0000,-7.7674
7.3887,-1.1935,-1.0000,0.0000,-7.7774,9.2359,-1.1935,-0.8000,0.0000,-7.7774
7.3937,-1.1985,-1.0000,0.0000,-7.7874,9.2421,-1.1985,-0.8000,0.0000,-7.7874
7.3987,-1.2035,-1.0000,0.0000,-7.7974,9.2484,-1.2035,-0.8000,0.0000,-7.7974
7.4037,-1.2085,-1.0000,0.0000,-7.8074,9.2546,-1.2085,-0.8000,0.0000,-7.8074
7.4087,-1.2135,-1.0000,0.0000,-7.8174,9.2609,-1.2135,-0.8000,0.0000,-7.8174
7.4137,-1.2186,-1.0000,0.0000,-7.8274,9.2671,-1.2186,-0.8000,0.0000,-7.8274
7.4187,-1.2236,-1.0000,0.0000,-7.8374,9.2734,-1.2236,-0.8000,0.0000,-7.8374
7.4237,-1.2286,-1.0000,0.0000,-7.8474,9.2796,-1.2286,-0.8000,0.0000,-7.8474
7.4287,-1.2336,-1.0000,0.0000,-7.8574,9.2859,-1.2336,-0.8000,0.0000,-7.8574
7.4337,-1.2386,-1.0000,0.0000,-7.8674,9.2921,-1.2386,-0.8000,0.0000,-7.8674
7.4387,-1.2436,-1.0000,0.0000,-7.8774,9.2984,-1.2436,-0.8000,0.0000,-7.8774
7.4437,-1.2486,-1.0000,0.0000,-7.8874,9.3047,-1.2486,-0.8000,0.0000,-7.8874
7.4487,-1.2536,-1.0000,0.0000,-7.8974,9.3109,-1.2536,-0.8000,0.0000,-7.8974
7.4537,-1.2586,-1.0000,0.0000,-7.9075,9.3172,-1.2586,-0.8000,0.0000,-7.9075
7.4587,-1.2636,-1.0000,0.0000,-7.9175,9.3234,-1.2636,-0.8000,0.0000,-7.9175
7.4637,-1.2686,-1.0000,0.0000,-7.9275,9.3297,-1.2686,-0.8000,0.0000,-7.9275
7.4687,-1.2736,-1.0000,0.0000,-7.9375,9.3359,-1.2736,-0.8000,0.0000,-7.9375
7.4737,-1.2786,-1.0000,0.0000,-7.9475,9.3422,-1.2786,-0.8000,0.0000,-7.9475
7.4787,-1.2836,-1.0000,0.0000,-7.9575,9.3484,-1.2836,-0.8000,0.0000,-7.9575
7.4837,-1.2886,-1.0000,0.0000,-7.9675,9.3547,-1.2886,-0.8000,0.0000,-7.9675
7.4887,-1.2936,-1.0000,0.0000,-7.9775,9.3609,-1.2936,-0.8000,0.0000,-7.9775
7.4937,-1.2986,-1.0000,0.0000,-7.9875,9.3672,-1.2986,-0.8000,0.0000,-7.9875
7.4987,-1.3036,-1.0000,0.0000,-7.9975,9.3734,-1.3036,-0.8000,0.0000,-7.9975
7.5038,-1.3086,-1.0000,0.0000,-8.0075,9.3797,-1.3086,-0.8000,0.0000,-8.0075
7.5088,-1.3136,-1.0000,0.0000,-8.0175,9.3859,-1.3136,-0.8000,0.0000,-8.0175
7.5138,-1.3186,-1.0000,0.0000,-8.0275,9.3922,-1.3186,-0.8000,0.0000,-8.0275
7.5188,-1.3236,-1.0000,0.0000,-8.0375,9.3984,-1.3236,-0.8000,0.0000,-8.0375
7.5238,-1.3286,-1.0000,0.0000,-8.0475,9.4047,-1.3286,-0.8000,0.0000,-8.0475
7.5288,-1.3336,-1.0000,0.0000,-8.0575,9.4110,-1.3336,-0.8000,0.0000,-8.0575
7.5338,-1.3386,-1.0000,0.0000,-8.0675,9.4172,-1.3386,-0.8000,0.0000,-8.0675
7.5388,-1.3436,-1.0000,0.0000,-8.0775,9.4235,-1.3436,-0.8000,0.0000,-8.0775
7.5438,-1.3486,-1.0000,0.0000,-8.0875,9.4297,-1.3486,-0.8000,0.0000,-8.0875
7.5488,-1.3536,-1.0000,0.0000,-8.0975,9.4360,-1.3536,-0.8000,0.0000,-8.0975
7.5538,-1.3586,-1.0000,0.0000,-8.1076,9.4422,-1.3586,-0.8000,0.0000,-8.1076
7.5588,-1.3636,-1.0000,0.0000,-8.1176,9.4485,-1.3636,-0.8000,0.0000,-8.1176
7.5638,-1.3686,-1.0000,0.0000,-8.1276,9.4547,-1.3686,-0.8000,0.0000,-8.1276
7.5688,-1.3736,-1.0000,0.0000,-8.1376,9.4610,-1.3736,-0.8000,0.0000,-8.1376
7.5738,-1.3786,-1.0000,0.0000,-8.1476,9.4672,-1.3786,-0.8000,0.0000,-8.1476
7.5788,-1.3836,-1.0000,0.0000,-8.1576,9.4735,-1.3836,-0.8000,0.0000,-8.1576
7.5838,-1.3886,-1.0000,0.0000,-8.1676,9.4797,-1.3886,-0.8000,0.0000,-8.1676
7.5888,-1.3936,-1.0000,0.0000,-8.1776,9.4860,-1.3936,-0.8000,0.0000,-8.1776
7.5938,-1.3986,-1.0000,0.0000,-8.1876,9.4922,-1.3986,-0.8000,0.0000,-8.1876
7.5988,-1.4036,-1.0000,0.0000,-8.1976,9.4985,-1.4036,-0.8000,0.0000,-8.1976
7.6038,-1.4086,-1.0000,0.0000,-8.2076,9.5048,-1.4086,-0.8000,0.0000,-8.2076
7.6088,-1.4136,-1.0000,0.0000,-8.2176,9.5110,-1.4136,-0.8000,0.0000,-8.2176
7.6138,-1.4187,-1.0000,0.0000,-8.2276,9.5173,-1.4187,-0.8000,0.0000,-8.2276
7.6188,-1.4237,-1.0000,0.0000,-8.2376,9.5235,-1.4237,-0.8000,0.0000,-8.2376
7.6238,-1.4287,-1.0000,0.0000,-8.2476,9.5298,-1.4287,-0.8000,0.0000,-8.2476
7.6288,-1.4337,-1.0000,0.0000,-8.2576,9.5360,-1.4337,-0.8000,0.0000,-8.2576
7.6338,-1.4387,-1.0000,0.0000,-8.2676,9.5423,-1.4387,-0.8000,0.0000,-8.2676
7.6388,-1.4437,-1.0000,0.0000,-8.2776,9.5485,-1.4437,-0.8000,0.0000,-8.2776
7.6438,-1.4487,-1.0000,0.0000,-8.2876,9.5548,-1.4487,-0.8000,0.0000,-8.2876
7.6488,-1.4537,-1.0000,0.0000,-8.2976,9.5610,-1.4537,-0.8000,0.0000,-8.2976
7.6538,-1.4587,-1.0000,0.0000,-8.3077,9.5673,-1.4587,-0.8000,0.0000,-8.3077
7.6588,-1.4637,-1.0000,0.0000,-8.3177,9.5735,-1.4637,-0.8000,0.0000,-8.3177
7.6638,-1.4687,-1.0000,0.0000,-8.3277,9.5798,-1.4687,-0.8000,0.0000,-8.3277
7.6688,-1.4737,-1.0000,0.0000,-8.3377,9.5860,-1.4737,-0.8000,0.0000,-8.3377
7.6738,-1.4787,-1.0000,0.0000,-8.3477,9.5923,-1.4787,-0.8000,0.0000,-8.3477
7.6788,-1.4837,-1.0000,0.0000,-8.3577,9.5985,-1.4837,-0.8000,0.0000,-8.3577
7.6838,-1.4887,-1.0000,0.0000,-8.3677,9.6048,-1.4887,-0.8000,0.0000,-8.3677
7.6888,-1.4937,-1.0000,0.0000,-8.3777,9.6111,-1.4937,-0.8000,0.0000,-8.3777
7.6938,-1.4987,-1.0000,0.0000,-8.3877,9.6173,-1.4987,-0.8000,0.0000,-8.3877
7.6988,-1.5037,-1.0000,0.0000,-8.3977,9.6236,-1.5037,-0.8000,0.0000,-8.3977
7.7039,-1.5087,-1.0000,0.0000,-8.4077,9.6298,-1.5087,-0.8000,0.0000,-8.4077
7.7089,-1.5137,-1.0000,0.0000,-8.4177,9.6361,-1.5137,-0.8000,0.0000,-8.4177
7.7139,-1.5187,-1.0000,0.0000,-8.4277,9.6423,-1.5187,-0.8000,0.0000,-8.4277
7.7189,-1.5237,-1.0000,0.0000,-8.4377,9.6486,-1.5237,-0.8000,0.0000,-8.4377
7.7239,-1.5287,-1.0000,0.0000,-8.4477,9.6548,-1.5287,-0.8000,0.0000,-8.4477
7.7289,-1.5337,-1.0000,0.0000,-8.4577,9.6611,-1.5337,-0.8000,0.0000,-8.4577
7.7339,-1.5387,-1.0000,0.0000,-8.4677,9.6673,-1.5387,-0.8000,0.0000,-8.4677
7.7389,-1.5437,-1.0000,0.0000,-8.4777,9.6736,-1.5437,-0.8000,0.0000,-8.4777
7.7439,-1.5487,-1.0000,0.0000,-8.4877,9.6798,-1.5487,-0.8000,0.0000,-8.4877
7.7489,-1.5537,-1.0000,0.0000,-8.4977,9.6861,-1.5537,-0.8000,0.0000,-8.4977
7.7539,-1.5587,-1.0000,0.0000,-8.5078,9.6923,-1.5587,-0.8000,0.0000,-8.5078
7.7589,-1.5637,-1.0000,0.0000,-8.5178,9.6986,-1.5637,-0.8000,0.0000,-8.5178
7.7639,-1.5687,-1.0000,0.0000,-8.5278,9.7049,-1.5687,-0.8000,0.0000,-8.5278
7.7689,-1.5737,-1.0000,0.0000,-8.5378,9.7111,-1.5737,-0.8000,0.0000,-8.5378
7.7739,-1.5787,-1.0000,0.0000,-8.5478,9.7174,-1.5787,-0.8000,0.0000,-8.5478
7.7789,-1.5837,-1.0000,0.0000,-8.5578,9.7236,-1.5837,-0.8000,0.0000,-8.5578
7.7839,-1.5887,-1.0000,0.0000,-8.5678,9.7299,-1.5887,-0.8000,0.0000,-8.5678
7.7889,-1.5937,-1.0000,0.0000,-8.5778,9.7361,-1.5937,-0.8000,0.0000,-8.5778
7.7939,-1.5987,-1.0000,0.0000,-8.5878,9.7424,-1.5987,-0.8000,0.0000,-8.5878
7.7989,-1.6037,-1.0000,0.0000,-8.5978,9.7486,-1.6037,-0.8000,0.0000,-8.5978
7.8039,-1.6087,-1.0000,0.0000,-8.6078,9.7549,-1.6087,-0.8000,0.0000,-8.6078
7.8089,-1.6137,-1.0000,0.0000,-8.6178,9.7611,-1.6137,-0.8000,0.0000,-8.6178
7.8139,-1.6188,-1.0000,0.0000,-8.6278,9.7674,-1.6188,-0.8000,0.0000,-8.6278
7.8189,-1.6238,-1.0000,0.0000,-8.6378,9.7736,-1.6238,-0.8000,0.0000,-8.6378
7.8239,-1.6288,-1.0000,0.0000,-8.6478,9.7799,-1.6288,-0.8000,0.0000,-8.6478
7.8289,-1.6338,-1.0000,0.0000,-8.6578,9.7861,-1.6338,-0.8000,0.0000,-8.6578
7.8339,-1.6388,-1.0000,0.0000,-8.6678,9.7924,-1.6388,-0.8000,0.0000,-8.6678
7.8389,-1.6438,-1.0000,0.0000,-8.6778,9.7986,-1.6438,-0.8000,0.0000,-8.6778
7.8439,-1.6488,-1.0000,0.0000,-8.6878,9.8049,-1.6488,-0.8000,0.0000,-8.6878
7.8489,-1.6538,-1.0000,0.0000,-8.6978,9.8112,-1.6538,-0.8000,0.0000,-8.6978
7.8539,-1.6588,-1.0000,0.0000,-8.7079,9.8174,-1.6588,-0.8000,0.0000,-8.7079
7.8589,-1.6638,-1.0000,0.0000,-8.7179,9.8237,-1.6638,-0.8000,0.0000,-8.7179
7.8639,-1.6688,-1.0000,0.0000,-8.7279,9.8299,-1.6688,-0.8000,0.0000,-8.7279
7.8689,-1.6738,-1.0000,0.0000,-8.7379,9.8362,-1.6738,-0.8000,0.0000,-8.7379
7.8739,-1.6788,-1.0000,0.0000,-8.7479,9.8424,-1.6788,-0.8000,0.0000,-8.7479
7.8789,-1.6838,-1.0000,0.0000,-8.7579,9.8487,-1.6838,-0.8000,0.0000,-8.7579
7.8839,-1.6888,-1.0000,0.0000,-8.7679,9.8549,-1.6888,-0.8000,0.0000,-8.7679
7.8889,-1.6938,-1.0000,0.0000,-8.7779,9.8612,-1.6938,-0.8000,0.0000,-8.7779
7.8939,-1.6988,-1.0000,0.0000,-8.7879,9.8674,-1.6988,-0.8000,0.0000,-8.7879
7.8989,-1.7038,-1.0000,0.0000,-8.7979,9.8737,-1.7038,-0.8000,0.0000,-8.7979
7.9040,-1.7088,-1.0000,0.0000,-8.8079,9.8799,-1.7088,-0.8000,0.0000,-8.8079
7.9090,-1.7138,-1.0000,0.0000,-8.8179,9.8862,-1.7138,-0.8000,0.0000,-8.8179
7.9140,-1.7188,-1.0000,0.0000,-8.8279,9.8924,-1.7188,-0.8000,0.0000,-8.8279
7.9190,-1.7238,-1.0000,0.0000,-8.8379,9.8987,-1.7238,-0.8000,0.0000,-8.8379
7.9240,-1.7288,-1.0000,0.0000,-8.8479,9.9050,-1.7288,-0.8000,0.0000,-8.8479
7.9290,-1.7338,-1.0000,0.0000,-8.8579,9.9112,-1.7338,-0.8000,0.0000,-8.8579
7.9340,-1.7388,-1.0000,0.0000,-8.8679,9.9175,-1.7388,-0.8000,0.0000,-8.8679
7.9390,-1.7438,-1.0000,0.0000,-8.8779,9.9237,-1.7438,-0.8000,0.0000,-8.8779
7.9440,-1.7488,-1.0000,0.0000,-8.8879,9.9300,-1.7488,-0.8000,0.0000,-8.8879
7.9490,-1.7538,-1.0000,0.0000,-8.8979,9.9362,-1.7538,-0.8000,0.0000,-8.8979
7.9540,-1.7588,-1.0000,0.0000,-8.9080,9.9425,-1.7588,-0.8000,0.0000,-8.9080
7.9590,-1.7638,-1.0000,0.0000,-8.9180,9.9487,-1.7638,-0.8000,0.0000,-8.9180
7.9640,-1.7688,-1.0000,0.0000,-8.9280,9.9550,-1.7688,-0.8000,0.0000,-8.9280
7.9690,-1.7738,-1.0000,0.0000,-8.9380,9.9612,-1.7738,-0.8000,0.0000,-8.9380
7.9740,-1.7788,-1.0000,0.0000,-8.9480,9.9675,-1.7788,-0.8000,0.0000,-8.9480
7.9790,-1.7838,-1.0000,0.0000,-8.9580,9.9737,-1.7838,-0.8000,0.0000,-8.9580
7.9840,-1.7888,-1.0000,0.0000,-8.9680,9.9800,-1.7888,-0.8000,0.0000,-8.9680
7.9890,-1.7938,-1.0000,0.0000,-8.9780,9.9862,-1.7938,-0.8000,0.0000,-8.9780
7.9940,-1.7988,-1.0000,0.0000,-8.9880,9.9925,-1.7988,-0.8000,0.0000,-8.9880
7.9990,-1.8038,-1.0000,0.0000,-8.9980,9.9987,-1.8038,-0.8000,0.0000,-8.9980
8.0040,-1.8088,-1.0000,0.0000,-9.0080,10.0050,-1.8088,-0.8000,0.0000,-9.0080
8.0090,-1.8138,-1.0000,0.0000,-9.0180,10.0113,-1.8138,-0.8000,0.0000,-9.0180
8.0140,-1.8189,-1.0000,0.0000,-9.0280,10.0175,-1.8189,-0.8000,0.0000,-9.0280
8.0190,-1.8239,-1.0000,0.0000,-9.0380,10.0238,-1.8239,-0.8000,0.0000,-9.0380
8.0240,-1.8289,-1.0000,0.0000,-9.0480,10.0300,-1.8289,-0.8000,0.0000,-9.0480
8.0290,-1.8339,-1.0000,0.0000,-9.0580,10.0363,-1.8339,-0.8000,0.0000,-9.0580
8.0340,-1.8389,-1.0000,0.0000,-9.0680,10.0425,-1.8389,-0.8000,0.0000,-9.0680
8.0390,-1.8439,-1.0000,0.0000,-9.0780,10.0488,-1.8439,-0.8000,0.0000,-9.0780
8.0440,-1.8489,-1.0000,0.0000,-9.0880,10.0550,-1.8489,-0.8000,0.0000,-9.0880
8.0490,-1.8539,-1.0000,0.0000,-9.0980,10.0613,-1.8539,-0.8000,0.0000,-9.0980
8.0540,-1.8589,-1.0000,0.0000,-9.1081,10.0675,-1.8589,-0.8000,0.0000,-9.1081
8.0590,-1.8639,-1.0000,0.0000,-9.1181,10.0738,-1.8639,-0.8000,0.0000,-9.1181
8.0640,-1.8689,-1.0000,0.0000,-9.1281,10.0800,-1.8689,-0.8000,0.0000,-9.1281
8.0690,-1.8739,-1.0000,0.0000,-9.1381,10.0863,-1.8739,-0.8000,0.0000,-9.1381
8.0740,-1.8789,-1.0000,0.0000,-9.1481,10.0925,-1.8789,-0.8000,0.0000,-9.1481
8.0790,-1.8839,-1.0000,0.0000,-9.1581,10.0988,-1.8839,-0.8000,0.0000,-9.1581
8.0840,-1.8889,-1.0000,0.0000,-9.1681,10.1051,-1.8889,-0.8000,0.0000,-9.1681
8.0890,-1.8939,-1.0000,0.0000,-9.1781,10.1113,-1.8939,-0.8000,0.0000,-9.1781
8.0940,-1.8989,-1.0000,0.0000,-9.1881,10.1176,-1.8989,-0.8000,0.0000,-9.1881
8.0990,-1.9039,-1.0000,0.0000,-9.1981,10.1238,-1.9039,-0.8000,0.0000,-9.1981
8.1041,-1.9089,-1.0000,0.0000,-9.2081,10.1301,-1.9089,-0.8000,0.0000,-9.2081
8.1091,-1.9139,-1.0000,0.0000,-9.2181,10.1363,-1.9139,-0.8000,0.0000,-9.2181
8.1141,-1.9189,-1.0000,0.0000,-9.2281,10.1426,-1.9189,-0.8000,0.0000,-9.2281
8.1191,-1.9239,-1.0000,0.0000,-9.2381,10.1488,-1.9239,-0.8000,0.0000,-9.2381
8.1241,-1.9289,-1.0000,0.0000,-9.2481,10.1551,-1.9289,-0.8000,0.0000,-9.2481
8.1291,-1.9339,-1.0000,0.0000,-9.2581,10.1613,-1.9339,-0.8000,0.0000,-9.2581
8.1341,-1.9389,-1.0000,0.0000,-9.2681,10.1676,-1.9389,-0.8000,0.0000,-9.2681
8.1391,-1.9439,-1.0000,0.0000,-9.2781,10.1738,-1.9439,-0.8000,0.0000,-9.2781
8.1441,-1.9489,-1.0000,0.0000,-9.2881,10.1801,-1.9489,-0.8000,0.0000,-9.2881
8.1491,-1.9539,-1.0000,0.0000,-9.2981,10.1863,-1.9539,-0.8000,0.0000,-9.2981
8.1541,-1.9589,-1.0000,0.0000,-9.3082,10.1926,-1.9589,-0.8000,0.0000,-9.3082
8.1591,-1.9639,-1.0000,0.0000,-9.3182,10.1988,-1.9639,-0.8000,0.0000,-9.3182
8.1641,-1.9689,-1.0000,0.0000,-9.3282,10.2051,-1.9689,-0.8000,0.0000,-9.3282
8.1691,-1.9739,-1.0000,0.0000,-9.3382,10.2114,-1.9739,-0.8000,0.0000,-9.3382
8.1741,-1.9789,-1.0000,0.0000,-9.3482,10.2176,-1.9789,-0.8000,0.0000,-9.3482
8.1791,-1.9839,-1.0000,0.0000,-9.3582,10.2239,-1.9839,-0.8000,0.0000,-9.3582
8.1841,-1.9889,-1.0000,0.0000,-9.3682,10.2301,-1.9889,-0.8000,0.0000,-9.3682
8.1891,-1.9939,-1.0000,0.0000,-9.3782,10.2364,-1.9939,-0.8000,0.0000,-9.3782
8.1941,-1.9989,-1.0000,0.0000,-9.3882,10.2426,-1.9989,-0.8000,0.0000,-9.3882
8.1991,-2.0039,-1.0000,0.0000,-9.3982,10.2489,-2.0039,-0.8000,0.0000,-9.3982
8.2041,-2.0089,-1.0000,0.0000,-9.4082,10.2551,-2.0089,-0.8000,0.0000,-9.4082
8.2091,-2.0139,-1.0000,0.0000,-9.4182,10.2614,-2.0139,-0.8000,0.0000,-9.4182
8.2141,-2.0190,-1.0000,0.0000,-9.4282,10.2676,-2.0190,-0.8000,0.0000,-9.4282
8.2191,-2.0240,-1.0000,0.0000,-9.4382,10.2739,-2.0240,-0.8000,0.0000,-9.4382
8.2241,-2.0290,-1.0000,0.0000,-9.4482,10.2801,-2.0290,-0.8000,0.0000,-9.4482
8.2291,-2.0340,-1.0000,0.0000,-9.4582,10.2864,-2.0340,-0.8000,0.0000,-9.4582
8.2341,-2.0390,-1.0000,0.0000,-9.4682,10.2926,-2.0390,-0.8000,0.0000,-9.4682
8.2391,-2.0440,-1.0000,0.0000,-9.4782,10.2989,-2.0440,-0.8000,0.0000,-9.4782
8.2441,-2.0490,-1.0000,0.0000,-9.4882,10.3052,-2.0490,-0.8000,0.0000,-9.4882
8.2491,-2.0540,-1.0000,0.0000,-9.4982,10.3114,-2.0540,-0.8000,0.0000,-9.4982
8.2541,-2.0590,-1.0000,0.0000,-9.5083,10.3177,-2.0590,-0.8000,0.0000,-9.5083
8.2591,-2.0640,-1.0000,0.0000,-9.5183,10.3239,-2.0640,-0.8000,0.0000,-9.5183
8.2641,-2.0690,-1.0000,0.0000,-9.5283,10.3302,-2.0690,-0.8000,0.0000,-9.5283
8.2691,-2.0740,-1.0000,0.0000,-9.5383,10.3364,-2.0740,-0.8000,0.0000,-9.5383
8.2741,-2.0790,-1.0000,0.0000,-9.5483,10.3427,-2.0790,-0.8000,0.0000,-9.5483
8.2791,-2.0840,-1.0000,0.0000,-9.5583,10.3489,-2.0840,-0.8000,0.0000,-9.5583
8.2841,-2.0890,-1.0000,0.0000,-9.5683,10.3552,-2.0890,-0.8000,0.0000,-9.5683
8.2891,-2.0940,-1.0000,0.0000,-9.5783,10.3614,-2.0940,-0.8000,0.0000,-9.5783
8.2941,-2.0990,-1.0000,0.0000,-9.5883,10.3677,-2.0990,-0.8000,0.0000,-9.5883
8.2991,-2.1040,-1.0000,0.0000,-9.5983,10.3739,-2.1040,-0.8000,0.0000,-9.5983
8.3042,-2.1090,-1.0000,0.0000,-9.6083,10.3802,-2.1090,-0.8000,0.0000,-9.6083
8.3092,-2.1140,-1.0000,0.0000,-9.6183,10.3864,-2.1140,-0.8000,0.0000,-9.6183
8.3142,-2.1190,-1.0000,0.0000,-9.6283,10.3927,-2.1190,-0.8000,0.0000,-9.6283
8.3192,-2.1240,-1.0000,0.0000,-9.6383,10.3989,-2.1240,-0.8000,0.0000,-9.6383
8.3242,-2.1290,-1.0000,0.0000,-9.6483,10.4052,-2.1290,-0.8000,0.0000,-9.6483
8.3292,-2.1340,-1.0000,0.0000,-9.6583,10.4115,-2.1340,-0.8000,0.0000,-9.6583
8.3342,-2.1390,-1.0000,0.0000,-9.6683,10.4177,-2.1390,-0.8000,0.0000,-9.6683
8.3392,-2.1440,-1.0000,0.0000,-9.6783,10.4240,-2.1440,-0.8000,0.0000,-9.6783
8.3442,-2.1490,-1.0000,0.0000,-9.6883,10.4302,-2.1490,-0.8000,0.0000,-9.6883
8.3492,-2.1540,-1.0000,0.0000,-9.6983,10.4365,-2.1540,-0.8000,0.0000,-9.6983
8.3542,-2.1590,-1.0000,0.0000,-9.7084,10.4427,-2.1590,-0.8000,0.0000,-9.7084
8.3592,-2.1640,-1.0000,0.0000,-9.7184,10.4490,-2.1640,-0.8000,0.0000,-9.7184
8.3642,-2.1690,-1.0000,0.0000,-9.7284,10.4552,-2.1690,-0.8000,0.0000,-9.7284
8.3692,-2.1740,-1.0000,0.0000,-9.7384,10.4615,-2.1740,-0.8000,0.0000,-9.7384
8.3742,-2.1790,-1.0000,0.0000,-9.7484,10.4677,-2.1790,-0.8000,0.0000,-9.7484
8.3792,-2.1840,-1.0000,0.0000,-9.7584,10.4740,-2.1840,-0.8000,0.0000,-9.7584
8.3842,-2.1890,-1.0000,0.0000,-9.7684,10.4802,-2.1890,-0.8000,0.0000,-9.7684
8.3892,-2.1940,-1.0000,0.0000,-9.7784,10.4865,-2.1940,-0.8000,0.0000,-9.7784
8.3942,-2.1990,-1.0000,0.0000,-9.7884,10.4927,-2.1990,-0.8000,0.0000,-9.7884
